Reported,TimeReported,Location,ReportNum,Occurred,TimeOccurred,IncidentType,Summary,GROUP1,Weekdays
2/16/2015,4:28 PM,OUTSIDE USC AREA,1500652,1/23/2015,2:00 PM,FRAUD,A student reported an unauthorized charge on her credit card account.,NON-PHYSICAL,Saturday
2/16/2015,6:58 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500653,2/16/2015,6:00 PM,THEFT-PETTY,A suspect removed a gym bag.,THEFT,Tuesday
2/16/2015,10:53 PM,35TH ST & NORMANDIE AV,1500654,2/17/2015,10:53 PM,VEHICLE CODE,A suspect was arrested for driving a stolen vehicle.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,12:16 AM,39TH ST & FIGUEROA ST,1500655,2/17/2015,12:16 AM,VEHICLE CODE,A suspect was arrested for driving a stolen vehicle.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,6:21 AM,RONALD TUTOR CAMPUS CENTER,1500656,2/17/2015,5:00 AM,SERVICE,A staff member was transported to a local hospital for medical treatment after cutting his finger.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,8:06 AM,MARK TAPER HALL OF HUMANITIES,1500657,2/16/2015,8:28 PM,HARASSMENT,A student reported that a suspect violated a restraining order by contacting her via email.,NON-PHYSICAL,Tuesday
2/17/2015,9:52 AM,LOCATION NOT GIVEN,1500658,2/14/2015,12:00 AM,FORCIBLE SEX OFFENSE,A student reported that she was sexually assaulted.,SEXUAL ASSAULT,Sunday
2/17/2015,12:12 PM,THOMAS & DOROTHY LEAVEY LIBRARY,1500659,2/17/2015,10:55 AM,THEFT-PETTY,A suspect removed a cellular phone.,THEFT,Wednesday
2/17/2015,1:05 PM,OUTSIDE USC AREA,1500660,2/14/2015,10:00 PM,PROPERTY,A non-USC female reported her wallet missing.,THEFT,Sunday
2/17/2015,2:39 PM,SIGMA DELTA TAU,1500661,2/17/2015,7:00 PM,THEFT-MOTOR VEHICLE,A suspect removed four hub caps.,THEFT,Wednesday
2/17/2015,2:11 PM,HEALTHCARE CENTER 2,1500662,2/17/2015,2:00 PM,SERVICE,A staff member reported that a patient made a statement implying that he was armed with a gun.  No weapon was found.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,5:52 PM,KAPRIELIAN HALL,1500663,2/17/2015,5:45 PM,SERVICE,A student was transported to a local hospital for medical treatment after fainting.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,6:07 PM,TRANSPORTATION MAINTENANCE YARD,1500664,2/17/2015,5:45 PM,TRAFFIC,"A staff member drove a University vehicle into a pole, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,7:26 PM,1287 37TH PL,1500665,2/17/2015,9:00 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Wednesday
2/17/2015,7:28 PM,HEALTHCARE CENTER 1,1500666,2/17/2015,1:00 PM,OBSCENE ACTIVITY,A doctor reported that a patient was verbally abusive during a phone call.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,7:49 PM,BRITTINGHAM INTRAMURAL FIELD,1500667,2/17/2015,7:40 PM,SERVICE,A student was examined and released at the scene after bumping her head on a concrete post.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,8:00 PM,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,1500668,2/17/2015,7:55 PM,SERVICE,A student was transported to a local hospital for medical treatment after cutting her finger.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,4:25 PM,PARKING STRUCTURE C,1500669,2/17/2015,9:18 AM,TRAFFIC,A student's vehicle was immobilized for displaying a forged permit.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/17/2015,8:29 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500670,2/17/2015,8:00 PM,SERVICE,A student was transported to a local hospital for medical treatment after injuring his ankle.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/18/2015,2:24 PM,ELAINE STEVELY HOFFMAN MEDICAL RESEARCH CENTER,1500672,2/18/2015,11:55 AM,FIRE,A smoke detector was activated by unknown means.,HEALTH & SAFETY,Thursday
2/18/2015,2:01 PM,1325 ADAMS BL,1500673,2/18/2015,1:00 AM,THEFT-MOTOR VEHICLE,"A suspect removed two pairs of sunglasses, a pair of goggles and the vehicle manual.",THEFT,Thursday
2/18/2015,2:23 PM,ROGER AND MICHELE DEDEAUX ENGEMANN,1500674,2/18/2015,2:24 PM,SERVICE,A student was transported to a local medical facility for psychiatric care.,ADMIN/SERVICE/COMPLAINT,Thursday
2/18/2015,3:35 PM,RONALD TUTOR CAMPUS CENTER,1500675,2/18/2015,11:30 AM,THEFT-GRAND,A suspect removed a cellular phone.,THEFT,Thursday
2/18/2015,3:22 PM,GEORGE FINLEY BOVARD ADMINISTRATION BUILDING,1500676,2/18/2015,3:15 PM,SERVICE,A staff member was examined and released after experiencing chest pains.,ADMIN/SERVICE/COMPLAINT,Thursday
2/18/2015,2:25 PM,JEFFERSON BL & HOOVER ST,1500678,2/18/2015,8:30 AM,THEFT-PETTY,A suspect removed the handlebars and brakes from a bicycle.,THEFT,Thursday
2/18/2015,8:16 PM,KENNETH NORRIS JR. CANCER HOSPITAL RESEARCH INSTITUTE,1500679,2/18/2015,7:40 PM,SERVICE,A non-USC female was examined and released after fainting.,ADMIN/SERVICE/COMPLAINT,Thursday
2/18/2015,7:53 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500680,2/18/2015,11:00 PM,SERVICE,A student was examined and released after experiencing dizziness.,ADMIN/SERVICE/COMPLAINT,Thursday
2/18/2015,11:19 PM,RONALD TUTOR CAMPUS CENTER,1500681,2/18/2015,10:38 PM,TRAFFIC,"An unidentified cyclist collided with a parked University vehicle, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Thursday
2/19/2015,8:40 AM,TROY HALL,1500682,2/17/2015,11:30 PM,THEFT-PETTY,Unknown suspect removed a student's bicycle without permission.,THEFT,Wednesday
2/19/2015,8:55 AM,HEALTHCARE CENTER 2,1500684,2/19/2015,8:55 AM,SERVICE,An outpatient had fainted and was rushed to urgent care.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,9:56 AM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500685,2/19/2015,9:56 AM,SERVICE,A student complaining of nausea and a headache was transported to a local hospital.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,11:23 AM,JEFFERSON BUILDING,1500686,2/19/2015,11:00 AM,PROPERTY,A DPS officer found a student's wallet on a public sidewalk.,THEFT,Friday
2/19/2015,12:12 PM,EXPOSITION BL & NORMANDIE AV,1500688,2/19/2015,12:00 PM,PROPERTY,A female student reported that an unknown male grabbed her arm for unknown reason while walking on a public street. The female broke loose and fled to safety.,THEFT,Friday
2/19/2015,2:11 PM,PERTUSATI UNIVERSITY BOOKSTORE,1500689,2/19/2015,12:05 PM,SERVICE,A student found money on the floor and turned it into lost and found.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,1:32 PM,UNIVERSITY GATEWAY APARTMENTS,1500690,2/19/2015,1:30 PM,SERVICE,A female student was transported to a local hospital after complaining of feeling ill.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,1:36 PM,FOUNDERS APARTMENTS,1500691,2/19/2015,3:40 PM,SERVICE,A roommate asked for assistance when she found her roommate injured. The roommate declined medical assistance.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,3:48 PM,RONALD TUTOR CAMPUS CENTER,1500692,1/19/2015,8:00 AM,PROPERTY,A female had collapsed for unknown reasons. She refused medical assistance.,THEFT,Tuesday
2/19/2015,4:08 PM,WAITE PHILLIPS HALL OF EDUCATION,1500693,2/19/2015,3:00 PM,THEFT-PETTY,A female student reported the lost of her jewelry.,THEFT,Friday
2/19/2015,4:06 PM,KECK HOSPITAL OF USC,1500694,2/11/2015,7:00 PM,SERVICE,Unknown suspect entered a patient's room and removed U.S. currency from a purse.,ADMIN/SERVICE/COMPLAINT,Thursday
2/19/2015,2:55 PM,HEALTHCARE CENTER 1,1500695,2/19/2015,5:00 PM,VEHICLE CODE,A student requested to taken to a hospital.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,5:00 PM,PARKING STRUCTURE ONE,1500696,2/19/2015,8:50 AM,PROPERTY,An unidentified bicyclist stuck the rear of a staff member's vehicle and rode off without exchanging information.,THEFT,Friday
2/19/2015,5:17 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500697,2/19/2015,4:15 PM,PROPERTY,A student reported her skateboard missing.,THEFT,Friday
2/19/2015,5:17 PM,UNIVERSITY PARKING CENTER,1500698,2/19/2015,12:30 PM,BURGLARY,A student driving a university vehicle struck a fence pole.,THEFT,Friday
2/19/2015,5:27 PM,THE LORENZO APARTMENTS,1500699,2/19/2015,4:02 PM,SERVICE,Unknown suspect entered a room without permission and removed a playstation.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,4:15 PM,36TH PL & VERMONT AV,1500700,2/19/2015,7:25 PM,THEFT-PETTY,"DPS License Plate Recognition (LPR) system detected a stolen vehicle. With the assistance from LAPD, the driver was detained and arrested.",THEFT,Friday
2/19/2015,7:27 PM,DOCKWEILER POST OFFICE,1500701,2/19/2015,11:30 PM,SERVICE,Unknown suspect removed a male student's wallet from a table top without permission.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,4:02 PM,SOCIAL SCIENCES BUILDING,1500702,2/19/2015,11:30 PM,SERVICE,A male student suffered stomach pains and was transported to a local hospital.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,7:28 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500703,2/19/2015,11:19 PM,TRAFFIC,A staff member suffered chest pains and difficulty in breathing was transported to a local hospital.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,11:39 PM,29TH ST & HOOVER ST,1500704,2/19/2015,11:30 PM,SERVICE,A student driving a university vehicle backed into a parked vehicle.,ADMIN/SERVICE/COMPLAINT,Friday
2/19/2015,11:39 PM,PHYSICAL EDUCATION BUILDING,1500705,2/20/2015,12:30 AM,SERVICE,A female student injured her shoulder while practicing judo. The student was transported to a local hospital.,ADMIN/SERVICE/COMPLAINT,Saturday
2/19/2015,11:19 PM,SIGMA CHI,1500706,2/20/2015,1:00 AM,PROPERTY,A male student for unknown reasons was bleeding from his ear. The student declined medical assistance.,THEFT,Saturday
2/20/2015,12:51 AM,KECK HOSPITAL PARKING BLDG.,1500707,2/20/2015,1:33 AM,SERVICE,A staff member reported that a gate arm stuck her vehicle as she was exiting.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,1:08 AM,THE LORENZO APARTMENTS,1500708,2/20/2015,6:00 PM,SERVICE,DPS officers responded to a request to check on a student who was feeling emotionally hurt. The student was left in the care of her roommate.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,1:33 AM,OFF CAMPUS CHECK - AREA E,1500709,2/19/2015,8:30 AM,ALCOHOL,A female student had an allergic reaction to food eaten earlier. She was transported to a local hospital for observation.,SUBSTANCE ABUSE,Friday
2/20/2015,9:22 AM,SOTO STREET BUILDING ANNEX,1500712,2/6/2015,9:30 AM,PROPERTY,A staff member reported an electric pencil sharpener missing.,THEFT,Saturday
2/20/2015,8:18 AM,EXPOSITION BL & CATALINA ST,1500713,2/20/2015,8:15 AM,PROPERTY,A stolen vehicle was recovered from a non-USC female who stated that her mechanic had loaned it to her while her vehicle was being repaired.,THEFT,Saturday
2/20/2015,9:04 AM,COLLEGE ACADEMIC SERVICES BUILDING,1500714,2/20/2015,8:57 AM,TRAFFIC,A staff member driving an electric cart struck a student riding her bicycle. The student sustained minor abrasions and declined medical treatment.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,9:44 AM,FOUNDERS APARTMENTS,1500715,2/15/2015,2:01 AM,VANDALISM,"A student punched a television mounted on a lobby wall, causing the screen to shatter.",ADMIN/SERVICE/COMPLAINT,Monday
2/20/2015,11:17 AM,PARKING STRUCTURE ONE,1500716,2/19/2015,1:00 PM,THEFT-MOTOR VEHICLE,A suspect removed a laptop computer.,THEFT,Friday
2/20/2015,11:22 AM,THE LORENZO APARTMENTS,1500717,2/20/2015,5:55 PM,PROPERTY,A student reported that someone threw an egg at his vehicle while it was parked at the location.,THEFT,Saturday
2/20/2015,12:23 PM,GWYNN WILSON STUDENT UNION,1500718,2/20/2015,12:23 PM,SERVICE,A juvenile was transported to a local hospital for medical treatment after collapsing outside the location.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,9:58 AM,MONTGOMERY ROSS FISHER BUILDING SCHOOL OF SOCIAL W,1500719,2/20/2015,9:55 AM,SERVICE,A student was transported to SHC for medical treatment after injuring her ankle.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,3:14 PM,KECK HOSPITAL OF USC,1500720,2/20/2015,3:14 PM,SERVICE,A non-USC female was transported within the facility for medical treatment after complaining of difficulty breathing.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,4:32 PM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1500721,2/20/2015,4:32 PM,SERVICE,A non-USC male was examined and released at the scene after suffering a possible allergic reaction.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,5:22 PM,RONALD TUTOR HALL OF ENGINEERING,1500722,2/20/2015,5:22 PM,SERVICE,A student was transported to her residence per her request after reporting that she was feeling faint.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,5:26 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500723,2/20/2015,5:20 PM,SERVICE,A student chipped a tooth while playing basketball and will seek dental treatment on his own.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,5:07 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500724,2/20/2015,5:00 PM,SERVICE,A student was transported to a local hospital for psychiatric evaluation.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,4:58 PM,PHYSICAL EDUCATION BUILDING,1500725,2/20/2015,4:58 PM,SERVICE,A student was transported to a local hospital for medical treatment after injuring his ankle.,ADMIN/SERVICE/COMPLAINT,Saturday
2/20/2015,6:53 PM,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,1500726,2/20/2015,6:53 PM,EH&S,A non-USC male's truck was leaking gasoline outside the location. The truck was subsequently moved and Safety Office and FMS personnel responded to clean up the spill.,HEALTH & SAFETY,Saturday
2/20/2015,8:18 PM,JOHN STAUFFER PHARMACEUTICAL SCIENCES CENTER,1500727,2/20/2015,8:15 PM,ALCOHOL,"A student was found to be under the influence of alcohol and prescription medication, but he did not require medical treatment.",SUBSTANCE ABUSE,Saturday
2/20/2015,9:52 PM,REGAL RITA,1500728,2/20/2015,9:45 PM,PROPERTY,A student's registered bicycle was recovered and returned to him after two suspects abandoned it near the location.,THEFT,Saturday
2/20/2015,1:48 PM,2807 ORCHARD AV,1500729,2/20/2015,1:45 PM,THEFT-MOTOR VEHICLE,A suspect removed the passenger side hub caps.,THEFT,Saturday
2/20/2015,9:03 PM,ADAMS BL & SEVERANCE ST,1500730,2/20/2015,9:00 PM,BATTERY,"A non-USC female reported that she was physically assaulted by her boyfriend, a non-USC male.",PHYSICAL HARM,Saturday
2/20/2015,10:09 PM,HILLVIEW APARTMENTS,1500731,2/21/2015,10:09 PM,SUICIDE,A student was transported to a local hospital for psychiatric evaluation.,PHYSICAL HARM,Sunday
2/21/2015,12:02 AM,TAU KAPPA EPSILON,1500732,2/20/2015,11:40 PM,TRAFFIC,"A non-USC male backed a vehicle into a parked University vehicle, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Saturday
2/21/2015,12:03 AM,TAU KAPPA EPSILON,1500733,2/21/2015,12:03 AM,DOMESTIC VIOLENCE,A student was arrested for physically assaulting his girlfriend.,PHYSICAL HARM,Sunday
2/21/2015,12:40 AM,PARKSIDE RESIDENTIAL BUILDING,1500734,2/21/2015,12:30 AM,SERVICE,"A student was transported to a local hospital for medical treatment after complaining of abdominal pain, dizziness and cold sweats.",ADMIN/SERVICE/COMPLAINT,Sunday
2/21/2015,1:58 AM,1163 29TH ST,1500735,2/21/2015,1:58 AM,BATTERY,Two non-USC males were involved in a physical altercation outside the location.,PHYSICAL HARM,Sunday
2/21/2015,8:31 AM,29TH ST & HOOVER ST,1500736,1/30/2015,2:00 PM,VANDALISM,A suspect used unknown means to dent and scratch the passenger side door of a student's vehicle.,ADMIN/SERVICE/COMPLAINT,Saturday
2/21/2015,2:05 PM,MONTGOMERY ROSS FISHER BUILDING SCHOOL OF SOCIAL W,1500737,2/20/2015,6:00 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Saturday
2/21/2015,7:50 AM,KECK HOSPITAL OF USC,1500738,2/21/2015,7:50 AM,THEFT-PETTY,Summary,THEFT,Sunday
2/21/2015,3:03 PM,CAROL LITTLE BUILDING,1500739,2/21/2015,2:45 PM,SERVICE,A non-USC female fell to the floor when the chair in which she was sitting broke.  The female did not desire medical treatment.,ADMIN/SERVICE/COMPLAINT,Sunday
2/21/2015,2:53 PM,THOMAS & DOROTHY LEAVEY LIBRARY,1500740,2/20/2015,1:00 PM,VANDALISM,A suspect used unknown means to scratch the driver's side door of a staff member's vehicle.,ADMIN/SERVICE/COMPLAINT,Saturday
2/21/2015,3:34 PM,RALPH AND GOLDY LEWIS HALL,1500741,2/21/2015,3:15 PM,THEFT-PETTY,A suspect removed a cellular phone and a debit card.,THEFT,Sunday
2/21/2015,12:25 PM,TROY HALL,1500742,2/21/2015,12:30 PM,NARCOTICS,A suspect was arrested for possession of drug paraphernalia.,SUBSTANCE ABUSE,Sunday
2/21/2015,9:27 PM,WEBB TOWER,1500743,2/21/2015,9:20 PM,FIRE,A fire alarm was activated by unknown means.,HEALTH & SAFETY,Sunday
2/21/2015,11:58 PM,HEBREW UNION COLLEGE,1500744,2/21/2015,3:00 AM,PROPERTY,A student reported his bicycle missing.,THEFT,Sunday
2/21/2015,10:12 PM,1370 24TH ST,1500745,2/21/2015,10:12 PM,FORCIBLE SEX OFFENSE,A staff member reported that a suspect slapped her buttocks.,SEXUAL ASSAULT,Sunday
2/21/2015,9:13 PM,CITY PARK II APTS.,1500746,2/21/2015,9:10 PM,WARRANT,A suspect was arrested for an outstanding warrant.,WARRANT,Sunday
2/22/2015,3:13 AM,TROY HALL,1500748,2/22/2015,2:30 AM,DISTURBANCE,Two students reported that a third student physically assaulted them and broke several objects inside their shared apartment while he was intoxicated.  The reporting students did not desire criminal prosecution of the matter.,ADMIN/SERVICE/COMPLAINT,Monday
2/22/2015,1:28 PM,H. LESLIE HOFFMAN HALL OF BUSINESS ADMINISTRATION,1500749,2/22/2015,1:28 PM,FIRE,A fire alarm was activated by a malfunctioning pull station.,HEALTH & SAFETY,Monday
2/22/2015,10:15 AM,ORTHOPEDIC HOSPITAL,1500750,2/22/2015,10:00 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Monday
2/22/2015,12:08 PM,USC CREDIT UNION BUILDING,1500753,2/22/2015,2:00 AM,BURGLARY-MOTOR VEHICLE,"A suspect removed a pair of sunglasses, a pair of shoes and a jacket.",THEFT,Monday
2/22/2015,2:03 PM,30TH ST & VERMONT AV,1500754,2/22/2015,1:50 PM,SERVICE,A student was treated and released after cutting her foot.,ADMIN/SERVICE/COMPLAINT,Monday
2/22/2015,6:33 PM,FIVE GUYS BURGERS AND FRIES,1500755,2/22/2015,12:00 AM,PROPERTY,A metal gate was damaged when it was knocked down by unknown means.,THEFT,Monday
2/22/2015,6:11 PM,CARDINAL GARDENS,1500756,2/22/2015,6:11 PM,ALCOHOL,A non-USC male was transported to a local hospital for medical treatment following an alcohol overdose.,SUBSTANCE ABUSE,Monday
2/22/2015,6:54 PM,PARKING STRUCTURE B,1500757,2/22/2015,6:45 PM,THEFT-PETTY,A suspect removed a purse.,THEFT,Monday
2/22/2015,7:58 PM,28TH ST & FIGUEROA ST,1500758,2/22/2015,8:01 PM,FIRE,A fire alarm was activated by rain water leaking into a pull station.,HEALTH & SAFETY,Monday
2/23/2015,8:10 AM,PARKING STRUCTURE B,1500759,2/23/2015,8:10 AM,PROPERTY,Currency was found at the location and turned in to DPS Lost & Found.,THEFT,Tuesday
2/23/2015,9:41 AM,2367 PORTLAND ST,1500760,2/23/2015,9:41 AM,SERVICE,A student was transported to SHC for medical treatment after suffering a possible anxiety attack.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/23/2015,11:08 AM,PARKSIDE RESIDENTIAL BUILDING,1500761,2/23/2015,2:00 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Tuesday
2/23/2015,11:12 AM,KECK HOSPITAL PARKING BLDG.,1500762,2/19/2015,9:05 AM,THEFT-GRAND,A suspect removed currency from a lost wallet.,THEFT,Friday
2/23/2015,10:44 AM,PHYSICAL EDUCATION BUILDING,1500763,2/23/2015,10:44 AM,SERVICE,A student was transported to a local hospital for medical treatment after injuring his ankle.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/23/2015,12:21 PM,COLLEGE RESIDENCE HALL,1500764,2/23/2015,2:45 PM,SERVICE,A welfare check was conducted on a student at the location.  The student was unharmed and placed in contact with a counselor at the Student Counseling Center.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/23/2015,3:42 PM,KAPRIELIAN HALL,1500765,2/23/2015,2:00 PM,THEFT-PETTY,A suspect removed the front wheel from a bicycle.,THEFT,Tuesday
2/23/2015,1:48 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500766,2/23/2015,1:45 PM,DISTURBANCE,A student was referred to the Student Counseling Center after making a disturbing statement.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/23/2015,3:55 PM,H. LESLIE HOFFMAN HALL OF BUSINESS ADMINISTRATION,1500767,2/23/2015,2:00 PM,THEFT-GRAND,A suspect removed a bicycle.,THEFT,Tuesday
2/23/2015,4:24 PM,PERTUSATI UNIVERSITY BOOKSTORE,1500768,2/23/2015,1:25 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Tuesday
2/23/2015,5:46 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500769,2/23/2015,9:00 AM,HARASSMENT,A student reported that she has been the subject of on-going harassment by another student.,NON-PHYSICAL,Tuesday
2/23/2015,5:33 PM,1156 EXPOSITION BL,1500770,2/22/2015,11:30 PM,BURGLARY-MOTOR VEHICLE,"A suspect removed an in-dash stereo, a cellular phone, three CD's and a knife.",THEFT,Monday
2/23/2015,6:02 PM,1320 29TH ST,1500771,2/23/2015,3:15 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Tuesday
2/23/2015,5:19 PM,INTERNATIONALLY THEMED RESIDENTIAL COLLEGE,1500772,2/23/2015,5:19 PM,TRESPASS,A student's mother was asked to leave the premises and she complied.,HEALTH & SAFETY,Tuesday
2/23/2015,7:17 PM,RADIO SHACK,1500773,2/23/2015,7:17 PM,THEFT-PETTY,A suspect removed a speaker.,THEFT,Tuesday
2/23/2015,4:39 PM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1500774,2/23/2015,4:10 PM,SERVICE,A non-USC male reported his sister missing.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/23/2015,7:43 PM,TRANSPORTATION MAINTENANCE YARD,1500775,2/23/2015,1:00 AM,PROPERTY,A staff member discovered unreported damage to the rear bumper of a University vehicle.,THEFT,Tuesday
2/23/2015,9:26 PM,UNIVERSITY GATEWAY APARTMENTS,1500776,2/23/2015,5:00 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Tuesday
2/23/2015,5:40 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500777,2/23/2015,5:40 PM,SERVICE,A student was transported to a local hospital for psychiatric evaluation.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/23/2015,9:41 PM,EXPOSITION BL & TROUSDALE PKY,1500778,2/23/2015,9:41 PM,FORCIBLE SEX OFFENSE,A student reported that a suspect grabbed her buttocks.,SEXUAL ASSAULT,Tuesday
2/23/2015,9:56 PM,ENTRANCE GATE 3,1500779,2/23/2015,9:56 PM,TRAFFIC,"An unidentified female drove her vehicle into a student's vehicle, causing minor damage.",ADMIN/SERVICE/COMPLAINT,Tuesday
2/23/2015,9:39 PM,PARKING STRUCTURE C,1500780,2/23/2015,9:30 PM,TRAFFIC,A student's vehicle was immobilized for unpaid parking citations.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/24/2015,12:43 AM,ELAINE & KENNETH LEVENTHAL SCHOOL OF ACCOUNTING,1500781,2/23/2015,8:30 AM,THEFT-PETTY,A suspect removed the rear wheel from a bicycle.,THEFT,Tuesday
2/24/2015,12:21 AM,THETA XI,1500782,2/24/2015,12:20 AM,SERVICE,"A student who had fainted, and was vomiting and suffering from abdominal pain, was transported to a local hospital for medical treatment.",ADMIN/SERVICE/COMPLAINT,Wednesday
2/24/2015,4:14 AM,JEFFERSON BL & HOPE ST,1500783,2/24/2015,4:15 AM,PROPERTY,An abandoned vehicle was towed to an impound yard.,THEFT,Wednesday
2/24/2015,8:13 AM,KECK HOSPITAL OF USC,1500785,2/24/2015,8:15 PM,SERVICE,A staff member suffering from abdominal pain was transported to a local hospital for medical treatment.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/24/2015,9:37 AM,OUTSIDE USC AREA,1500786,2/14/2015,10:00 PM,HARASSMENT,A student reported that another student continues to contact him after being asked not to do so.,NON-PHYSICAL,Sunday
2/24/2015,12:50 PM,TROY HALL,1500787,2/23/2015,11:00 PM,THEFT-PETTY,A suspect removed the rear wheel and seat from a bicycle.,THEFT,Tuesday
2/24/2015,1:07 PM,ENTRANCE GATE 3,1500788,2/24/2015,12:18 PM,PROPERTY,A wallet was found at the location and turned in to DPS Lost & Found.,THEFT,Wednesday
2/24/2015,2:04 PM,922 23RD ST,1500789,2/22/2015,11:00 AM,PROPERTY,A student reported her bicycle missing.,THEFT,Monday
2/24/2015,2:47 PM,ANNENBERG SCHOOL FOR COMMUNICATION,1500790,2/24/2015,1:50 PM,THEFT-PETTY,A suspect removed a cellular phone.,THEFT,Wednesday
2/24/2015,3:56 PM,HEALTHCARE CENTER 2,1500791,2/24/2015,3:25 PM,SERVICE,A staff member reported that the ex girlfriend of her fiance made unwanted contact with her at work.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/24/2015,6:14 PM,STATE DR & FIGUEROA ST,1500793,2/24/2015,6:05 PM,PROPERTY,A student's bike was recovered and returned to her after a suspect abandoned it at the location.,THEFT,Wednesday
2/24/2015,8:35 PM,23RD ST & HOOVER ST,1500794,2/24/2015,8:35 PM,PROPERTY,A student's bicycle was recovered from a suspect at the location.,THEFT,Wednesday
2/24/2015,10:47 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500795,2/24/2015,8:00 PM,PROPERTY,A student reported his duffel bag missing.,THEFT,Wednesday
2/24/2015,11:35 PM,ADAMS BL & FLOWER ST,1500796,2/24/2015,11:35 PM,PROPERTY,A student's bicycle was recovered from a suspect at the location.,THEFT,Wednesday
2/24/2015,11:13 PM,JEFFERSON BL & VERMONT AV,1500797,2/24/2015,11:12 PM,TRAFFIC,A non-USC male was arrested for driving under the influence of alcohol after he was involved in a traffic collision at the location.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/24/2015,11:51 PM,JEFFERSON BL & HOOVER ST,1500798,2/24/2015,11:45 PM,SERVICE,A non-USC female was transported to a local hospital for medical treatment of an unspecified illness.,ADMIN/SERVICE/COMPLAINT,Wednesday
